Image type	Feature Class	Feature Name	1: RTSTRUCT: RTstruct_7_segment_Lt post Cerebllar	1: RTSTRUCT: RTstruct_7_segment_Rt inf Occipital	1: RTSTRUCT: RTstruct_7_segment_Lt inf Temporal	1: RTSTRUCT: RTstruct_7_segment_Lt lat Temporal
wavelet-HLH	gldm	DependenceNonUniformity	1.6666666666666667		4.0	5.333333333333333
wavelet-HLH	gldm	DependenceNonUniformityNormalized	0.2777777777777778		1.0	0.09876543209876543
wavelet-HLH	gldm	DependenceVariance	1.8888888888888888		0.0	13.296296296296296
wavelet-HLH	gldm	GrayLevelNonUniformity	4.333333333333333		2.0	24.62962962962963
wavelet-HLH	gldm	GrayLevelVariance	0.1388888888888889		0.25	0.4790809327846364
wavelet-HLH	gldm	HighGrayLevelEmphasis	1.5		2.5	3.574074074074074
wavelet-HLH	gldm	LargeDependenceEmphasis	15.333333333333334		4.0	72.07407407407408
wavelet-HLH	gldm	LargeDependenceHighGrayLevelEmphasis	15.833333333333334		10.0	238.9814814814815
wavelet-HLH	gldm	LargeDependenceLowGrayLevelEmphasis	15.208333333333334		2.5	30.92849794238683
wavelet-HLH	gldm	LowGrayLevelEmphasis	0.875		0.625	0.5018004115226338
wavelet-HLH	gldm	SmallDependenceEmphasis	0.21935185185185188		0.25	0.04230629725461475
wavelet-HLH	gldm	SmallDependenceHighGrayLevelEmphasis	0.7193518518518518		0.625	0.28850820006238276
wavelet-HLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.09435185185185185		0.15625	0.017085554062960816
wavelet-HLH	ngtdm	Busyness	0.7777777777777777		1.3333333333333335	1.47769737235915
wavelet-HLH	ngtdm	Coarseness	1.2857142857142858		0.7499999999999999	0.1020763734498642
wavelet-HLH	ngtdm	Complexity	0.25925925925925924		0.6666666666666667	3.676801780472094
wavelet-HLH	ngtdm	Contrast	0.040123456790123455		0.16666666666666669	0.04169439074332595
wavelet-HLH	ngtdm	Strength	1.153846153846154		0.7499999999999999	0.6462306953515409
wavelet-HHL	firstorder	10Percentile	-7.161601396872477		-8.229530921060555	-15.168939451467658
wavelet-HHL	firstorder	90Percentile	6.956035115444561		4.620956451482918	15.789301259108147
wavelet-HHL	firstorder	Energy	539834.0753729091		355027.4047311178	4911160.571096003
wavelet-HHL	firstorder	Entropy	0.9999999999999993		0.8112781244591322	1.363774266292105
wavelet-HHL	firstorder	InterquartileRange	8.241944327435961		5.171484141049085	16.857357942769816
wavelet-HHL	firstorder	Kurtosis	1.9620889507850932		2.025187238495809	3.769456341214785
wavelet-HHL	firstorder	Maximum	10.545056395978865		7.696619105458777	30.484986994944133
wavelet-HHL	firstorder	MeanAbsoluteDeviation	5.547676328825978		4.922451473505264	10.610068094285694
wavelet-HHL	firstorder	Mean	-0.11300520649312736		-2.148283841551751	1.2637520377284792
wavelet-HHL	firstorder	Median	-0.1334493380514663		-3.008275358459082	3.0482765969623458
wavelet-HHL	firstorder	Minimum	-8.384552508181196		-10.273203754747618	-40.19498768491971
wavelet-HHL	firstorder	Range	18.929608904160062		17.969822860206396	70.67997467986385
wavelet-HHL	firstorder	RobustMeanAbsoluteDeviation	3.5891122671989524		0.4526856173316576	6.850640213650468
wavelet-HHL	firstorder	RootMeanSquared	299.9539062847571		297.9208807431588	301.5748961423336
wavelet-HHL	firstorder	Skewness	0.320137175751434		0.39270167350935875	-0.5602089623012506
wavelet-HHL	firstorder	TotalEnergy	720784.0447716481		474031.0040823295	4911160.571096003
wavelet-HHL	firstorder	Uniformity	0.5		0.625	0.44238683127572026
wavelet-HHL	firstorder	Variance	40.13624920401806		41.20636424662159	187.56969140936084
wavelet-HHL	glcm	Autocorrelation	1.8958333333333333		1.5	6.893521917616209
wavelet-HHL	glcm	JointAverage	1.40625		1.25	2.6212770716167118
wavelet-HHL	glcm	ClusterProminence	0.20279947916666666		0.03125	2.6154757665001247
wavelet-HHL	glcm	ClusterShade	-0.0234375		0.0	-0.3351963901723983
wavelet-HHL	glcm	ClusterTendency	0.27604166666666663		0.125	0.9608020610015736
wavelet-HHL	glcm	Contrast	0.6458333333333334		0.5	0.8793423952139832
wavelet-HHL	glcm	Correlation	-0.3999999999999996		-0.1666666666666663	0.045261304861903155
wavelet-HHL	glcm	DifferenceAverage	0.6458333333333334		0.5	0.6545735201287309
wavelet-HHL	glcm	DifferenceEntropy	0.682393489628405		0.4999999999999995	1.3213974639230277
wavelet-HHL	glcm	DifferenceVariance	0.16493055555555555		0.125	0.4189333413166614
wavelet-HHL	glcm	JointEnergy	0.3741319444444444		0.5625	0.20136541135230532
wavelet-HHL	glcm	JointEntropy	1.4948934896284047		0.9999999999999992	2.7244914862311442
wavelet-HHL	glcm	Imc1	-0.3992385269940125		-0.32553281989451643	-0.13948183922824142
wavelet-HHL	glcm	Imc2	0.6230536275571905		0.46559039619085674	0.5460294889618941
wavelet-HHL	glcm	Idm	0.6770833333333333		0.75	0.6951901274441596
wavelet-HHL	glcm	Idmn	0.8708333333333333		0.9	0.9522404863124465
wavelet-HHL	glcm	Id	0.6770833333333333		0.75	0.7101747191165099
wavelet-HHL	glcm	Idn	0.7847222222222222		0.8333333333333333	0.8765775918104288
wavelet-HHL	glcm	InverseVariance	0.6458333333333334		0.5	0.45790075442913536
wavelet-HHL	glcm	MaximumProbability	0.4270833333333333		0.625	0.3280336772706499
wavelet-HHL	glcm	SumEntropy	0.8490601562950716		0.4999999999999995	1.8658200072686537
wavelet-HHL	glcm	SumSquares	0.23046875		0.15625	0.46003611405388917
wavelet-HHL	glrlm	GrayLevelNonUniformity	2.55		1.8750000000000002	16.85852742141881
wavelet-HHL	glrlm	GrayLevelNonUniformityNormalized	0.51		0.5729166666666667	0.41847098121965076
wavelet-HHL	glrlm	GrayLevelVariance	0.245		0.21354166666666666	0.43928517104990844
wavelet-HHL	glrlm	HighGrayLevelRunEmphasis	2.65		1.9375	6.856635554424968
wavelet-HHL	glrlm	LongRunEmphasis	1.675		1.75	2.376351140634942
wavelet-HHL	glrlm	LongRunHighGrayLevelEmphasis	3.8875		2.6875	17.009822182080995
wavelet-HHL	glrlm	LongRunLowGrayLevelEmphasis	1.121875		1.515625	0.43209351152538455
wavelet-HHL	glrlm	LowGrayLevelRunEmphasis	0.5875		0.765625	0.2096107837309894
wavelet-HHL	glrlm	RunEntropy	1.4354752972273335		1.3915414066556493	2.3375804054348674
wavelet-HHL	glrlm	RunLengthNonUniformity	3.7		2.25	24.790968643196944
wavelet-HHL	glrlm	RunLengthNonUniformityNormalized	0.7150000000000001		0.6666666666666667	0.595629047024697
wavelet-HHL	glrlm	RunPercentage	0.8333333333333334		0.8125	0.7464387464387466
wavelet-HHL	glrlm	RunVariance	0.14250000000000002		0.16666666666666666	0.4079508585793005
wavelet-HHL	glrlm	ShortRunEmphasis	0.83125		0.8125	0.7832118848666114
wavelet-HHL	glrlm	ShortRunHighGrayLevelEmphasis	2.340625		1.75	5.224867473236622
wavelet-HHL	glrlm	ShortRunLowGrayLevelEmphasis	0.45390624999999996		0.578125	0.17477807774360873
wavelet-HHL	glszm	GrayLevelNonUniformity	1.6666666666666667		1.0	1.0
wavelet-HHL	glszm	GrayLevelNonUniformityNormalized	0.5555555555555556		0.5	0.25
wavelet-HHL	glszm	GrayLevelVariance	0.2222222222222222		0.25	1.25
wavelet-HHL	glszm	HighGrayLevelZoneEmphasis	3.0		2.5	7.5
wavelet-HHL	glszm	LargeAreaEmphasis	4.666666666666667		5.0	322.5
wavelet-HHL	glszm	LargeAreaHighGrayLevelEmphasis	9.666666666666666		6.5	2350.25
wavelet-HHL	glszm	LargeAreaLowGrayLevelEmphasis	3.4166666666666665		4.625	51.986111111111114
wavelet-HHL	glszm	LowGrayLevelZoneEmphasis	0.5		0.625	0.3559027777777778
wavelet-HHL	glszm	SizeZoneNonUniformity	1.0		1.0	1.5
wavelet-HHL	glszm	SizeZoneNonUniformityNormalized	0.3333333333333333		0.5	0.375
wavelet-HHL	glszm	SmallAreaEmphasis	0.4537037037037037		0.5555555555555556	0.1258641585845595
wavelet-HHL	glszm	SmallAreaHighGrayLevelEmphasis	1.7037037037037035		2.0555555555555554	1.0674429601408537
wavelet-HHL	glszm	SmallAreaLowGrayLevelEmphasis	0.1412037037037037		0.18055555555555555	0.06658100281828942
wavelet-HHL	glszm	ZoneEntropy	1.5849625007211552		0.9999999999999993	1.9999999999999987
wavelet-HHL	glszm	ZonePercentage	0.5		0.5	0.07407407407407407
wavelet-HHL	glszm	ZoneVariance	0.6666666666666666		1.0	140.25
wavelet-HHL	gldm	DependenceEntropy	1.4591479170272437		0.8112781244591322	4.383793057398503
wavelet-HHL	gldm	DependenceNonUniformity	2.3333333333333335		2.5	5.185185185185185
wavelet-HHL	gldm	DependenceNonUniformityNormalized	0.3888888888888889		0.625	0.09602194787379972
wavelet-HHL	gldm	DependenceVariance	0.5555555555555556		0.75	14.389574759945127
wavelet-HHL	gldm	GrayLevelNonUniformity	3.0		2.5	23.88888888888889
wavelet-HHL	gldm	GrayLevelVariance	0.25		0.1875	0.3926611796982167
wavelet-HHL	gldm	HighGrayLevelEmphasis	2.5		1.75	7.018518518518518
wavelet-HHL	gldm	LargeDependenceEmphasis	6.0		7.0	72.03703703703704
wavelet-HHL	gldm	LargeDependenceHighGrayLevelEmphasis	10.5		7.75	571.9814814814815
wavelet-HHL	gldm	LargeDependenceLowGrayLevelEmphasis	4.875		6.8125	10.24537037037037
wavelet-HHL	gldm	LowGrayLevelEmphasis	0.625		0.8125	0.19624485596707816
wavelet-HHL	gldm	SmallDependenceEmphasis	0.3055555555555555		0.3333333333333333	0.046244018901049386
wavelet-HHL	gldm	SmallDependenceHighGrayLevelEmphasis	1.0555555555555556		1.0833333333333333	0.31940776424641326
wavelet-HHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.11805555555555554		0.14583333333333331	0.01534993930001561
wavelet-HHL	ngtdm	Busyness	1.9333333333333336		1.9999999999999996	0.937675021250605
wavelet-HHL	ngtdm	Coarseness	0.5172413793103448		1.0000000000000002	0.09963537837632455
wavelet-HHL	ngtdm	Complexity	0.6444444444444445		0.4999999999999999	2.959986337976354
wavelet-HHL	ngtdm	Contrast	0.16111111111111112		0.09374999999999999	0.032921889614054664
wavelet-HHL	ngtdm	Strength	0.5172413793103448		1.0000000000000002	0.4853716836779752
wavelet-HHH	firstorder	10Percentile	-4.751201554284542		-7.43189348528029	-5.8053695770439795
wavelet-HHH	firstorder	90Percentile	4.596186971982906		7.601590948746016	4.6150566602468786
wavelet-HHH	firstorder	Energy	540202.7428158906		360662.5327072468	4848209.213775585
wavelet-HHH	firstorder	Entropy	0.9182958340544889		0.9999999999999993	0.9910760598382216
wavelet-HHH	firstorder	InterquartileRange	5.591997308354836		10.764753606922053	6.18325619770787
wavelet-HHH	firstorder	Kurtosis	1.8687784454706682		1.4130196394993173	3.177025876829225
wavelet-HHH	firstorder	Maximum	6.4009712883241		8.859885467837676	12.461895686406592
wavelet-HHH	firstorder	MeanAbsoluteDeviation	3.1875709717734275		6.56813536654554	3.4904525250983456
wavelet-HHH	firstorder	Mean	0.030154903375599645		0.19459256947269976	-0.3949788159346673
wavelet-HHH	firstorder	Median	0.2454792924284344		0.4689521638222933	-0.9192258722012507
wavelet-HHH	firstorder	Minimum	-4.958998057900418		-9.019419517591464	-9.568802306372014
wavelet-HHH	firstorder	Range	11.359969346224517		17.87930498542914	22.030697992778606
wavelet-HHH	firstorder	RobustMeanAbsoluteDeviation	2.1140720490630724		4.1966182403765115	2.431863978179073
wavelet-HHH	firstorder	RootMeanSquared	300.05631216375883		300.2759284005491	299.63586585546676
wavelet-HHH	firstorder	Skewness	0.1603583945281976		-0.07512411393854285	0.36858468234420816
wavelet-HHH	firstorder	TotalEnergy	721276.2878938414		481555.00177112746	4848209.213775585
wavelet-HHH	firstorder	Uniformity	0.5555555555555556		0.5	0.5061728395061729
wavelet-HHH	firstorder	Variance	15.696617971535591		48.83976885999101	18.483388251032558
wavelet-HHH	glcm	Autocorrelation	2.6666666666666665		2.25	2.110362765573684
wavelet-HHH	glcm	JointAverage	1.6354166666666665		1.5	1.4557005220932022
wavelet-HHH	glcm	ClusterProminence	0.30465133101851855		0.0	0.46976520645577935
wavelet-HHH	glcm	ClusterShade	0.041956018518518566		0.0	0.027345586339669922
wavelet-HHH	glcm	ClusterTendency	0.4149305555555556		0.0	0.47454251348959003
wavelet-HHH	glcm	Contrast	0.47916666666666663		0.5	0.5134776014118446
wavelet-HHH	glcm	Correlation	-0.10833333333333316		4.440892098500626e-16	-0.04057331451693358
wavelet-HHH	glcm	DifferenceAverage	0.47916666666666663		0.5	0.5134776014118446
wavelet-HHH	glcm	DifferenceEntropy	0.6823934896284051		-3.203426503814917e-16	0.9680411669598055
wavelet-HHH	glcm	DifferenceVariance	0.16493055555555555		0.0	0.2391257277832806
wavelet-HHH	glcm	JointEnergy	0.3880208333333333		0.75	0.2668642147660021
wavelet-HHH	glcm	JointEntropy	1.4115601562950715		0.4999999999999995	1.947215165919759
wavelet-HHH	glcm	Imc1	-0.44731687103795503		-0.5	-0.03581765570800825
wavelet-HHH	glcm	Imc2	0.6831959918201089		0.4649367475160968	0.21419686130779897
wavelet-HHH	glcm	Idm	0.7604166666666666		0.75	0.7432611992940777
wavelet-HHH	glcm	Idmn	0.9041666666666667		0.8999999999999999	0.8973044797176312
wavelet-HHH	glcm	Id	0.7604166666666666		0.75	0.7432611992940777
wavelet-HHH	glcm	Idn	0.8402777777777777		0.8333333333333333	0.8288407995293852
wavelet-HHH	glcm	InverseVariance	0.47916666666666663		0.5	0.5134776014118446
wavelet-HHH	glcm	MaximumProbability	0.4270833333333333		0.75	0.3124767333669319
wavelet-HHH	glcm	SumEntropy	0.932393489628405		-3.203426503814917e-16	1.4337375645079145
wavelet-HHH	glcm	SumSquares	0.22352430555555555		0.125	0.24700502872535862
wavelet-HHH	glrlm	GrayLevelNonUniformity	2.575		1.8333333333333335	20.041738145001002
wavelet-HHH	glrlm	GrayLevelNonUniformityNormalized	0.54625		0.5277777777777778	0.5050723285492734
wavelet-HHH	glrlm	GrayLevelVariance	0.226875		0.2361111111111111	0.2474638357253633
wavelet-HHH	glrlm	HighGrayLevelRunEmphasis	2.9124999999999996		2.5	2.3700495850341543
wavelet-HHH	glrlm	LongRunEmphasis	1.8250000000000002		1.5	2.3012173796583757
wavelet-HHH	glrlm	LongRunHighGrayLevelEmphasis	5.6499999999999995		3.75	5.2732720638732795
wavelet-HHH	glrlm	LongRunLowGrayLevelEmphasis	0.8687499999999999		0.9375	1.5582037086046499
wavelet-HHH	glrlm	LowGrayLevelRunEmphasis	0.5218750000000001		0.625	0.6574876037414614
wavelet-HHH	glrlm	RunEntropy	1.5164460711655208		0.9591479170272441	2.0347394136309167
wavelet-HHH	glrlm	RunLengthNonUniformity	3.0500000000000003		2.8333333333333335	23.013393740704128
wavelet-HHH	glrlm	RunLengthNonUniformityNormalized	0.635		0.7777777777777778	0.5670085321453513
wavelet-HHH	glrlm	RunPercentage	0.7916666666666667		0.875	0.735042735042735
wavelet-HHH	glrlm	RunVariance	0.18250000000000002		0.1111111111111111	0.3764976726933271
wavelet-HHH	glrlm	ShortRunEmphasis	0.7937500000000001		0.875	0.7650693852469749
wavelet-HHH	glrlm	ShortRunHighGrayLevelEmphasis	2.2281250000000004		2.1875	1.8454200976592565
wavelet-HHH	glrlm	ShortRunLowGrayLevelEmphasis	0.43515624999999997		0.546875	0.4949817071439043
wavelet-HHH	glszm	GrayLevelNonUniformity	1.0		1.0	1.0
wavelet-HHH	glszm	GrayLevelNonUniformityNormalized	0.5		0.5	0.5
wavelet-HHH	glszm	GrayLevelVariance	0.25		0.25	0.25
wavelet-HHH	glszm	HighGrayLevelZoneEmphasis	2.5		2.5	2.5
wavelet-HHH	glszm	LargeAreaEmphasis	10.0		4.0	738.0
wavelet-HHH	glszm	LargeAreaHighGrayLevelEmphasis	34.0		10.0	1602.0
wavelet-HHH	glszm	LargeAreaLowGrayLevelEmphasis	4.0		2.5	522.0
wavelet-HHH	glszm	LowGrayLevelZoneEmphasis	0.625		0.625	0.625
wavelet-HHH	glszm	SizeZoneNonUniformity	1.0		2.0	1.0
wavelet-HHH	glszm	SizeZoneNonUniformityNormalized	0.5		1.0	0.5
wavelet-HHH	glszm	SmallAreaEmphasis	0.15625		0.25	0.0014236111111111112
wavelet-HHH	glszm	SmallAreaHighGrayLevelEmphasis	0.25		0.625	0.004027777777777778
wavelet-HHH	glszm	SmallAreaLowGrayLevelEmphasis	0.1328125		0.15625	0.0007725694444444444
wavelet-HHH	glszm	ZoneEntropy	0.9999999999999993		0.9999999999999993	0.9999999999999993
wavelet-HHH	glszm	ZonePercentage	0.3333333333333333		0.5	0.037037037037037035
wavelet-HHH	glszm	ZoneVariance	1.0		0.0	9.0
wavelet-HHH	gldm	DependenceEntropy	1.9182958340544882		0.9999999999999993	4.301119104681648
wavelet-HHH	gldm	DependenceNonUniformity	2.3333333333333335		4.0	5.2592592592592595
wavelet-HHH	gldm	DependenceNonUniformityNormalized	0.3888888888888889		1.0	0.09739368998628258
wavelet-HHH	gldm	DependenceVariance	0.5555555555555556		0.0	10.28395061728395
wavelet-HHH	gldm	GrayLevelNonUniformity	3.3333333333333335		2.0	27.333333333333332
wavelet-HHH	gldm	GrayLevelVariance	0.2222222222222222		0.25	0.24691358024691357
wavelet-HHH	gldm	HighGrayLevelEmphasis	3.0		2.5	2.3333333333333335
wavelet-HHH	gldm	LargeDependenceEmphasis	7.666666666666667		4.0	72.51851851851852
wavelet-HHH	gldm	LargeDependenceHighGrayLevelEmphasis	26.666666666666668		10.0	156.07407407407408
wavelet-HHH	gldm	LargeDependenceLowGrayLevelEmphasis	2.9166666666666665		2.5	51.629629629629626
wavelet-HHH	gldm	LowGrayLevelEmphasis	0.5		0.625	0.6666666666666666
wavelet-HHH	gldm	SmallDependenceEmphasis	0.17245370370370372		0.25	0.027561458435743296
wavelet-HHH	gldm	SmallDependenceHighGrayLevelEmphasis	0.4398148148148148		0.625	0.07164682605811788
wavelet-HHH	gldm	SmallDependenceLowGrayLevelEmphasis	0.10561342592592593		0.15625	0.016540116530149647
wavelet-HHH	ngtdm	Busyness	0.8222222222222222		1.3333333333333335	21.18225994407496
wavelet-HHH	ngtdm	Coarseness	0.6081081081081081		0.7499999999999999	0.0708139737667404
wavelet-HHH	ngtdm	Complexity	0.5481481481481482		0.6666666666666667	0.5230187640512335
wavelet-HHH	ngtdm	Contrast	0.11851851851851852		0.16666666666666669	0.12882698698725997
wavelet-HHH	ngtdm	Strength	0.625		0.7499999999999999	0.07098627104782573
wavelet-LLL	firstorder	10Percentile	395.3675734980609		460.83593909713017	452.3969451403884
wavelet-LLL	firstorder	90Percentile	446.62433451263837		475.2835027013105	764.1564622740885
wavelet-LLL	firstorder	Energy	3097632.6966380263		2362503.202364323	42845846.07493104
wavelet-LLL	firstorder	Entropy	1.5849625007211552		0.8112781244591322	3.928124485235792
wavelet-LLL	firstorder	InterquartileRange	38.493753693519125		12.118153951384784	155.52492174600803
wavelet-LLL	firstorder	Kurtosis	1.507608761660881		1.2265918125148827	2.6333078271271946
wavelet-LLL	firstorder	Maximum	449.6484913690409		475.41346821921735	883.437074564067
wavelet-LLL	firstorder	MeanAbsoluteDeviation	18.95114187208053		6.706135212580051	96.40538928901798
wavelet-LLL	firstorder	Mean	418.19762170451753		468.49072381012587	582.9399100730258
wavelet-LLL	firstorder	Median	412.6009571028534		469.5682310873898	558.6726413091819
wavelet-LLL	firstorder	Minimum	395.2553268008056		459.4129648465066	383.2412407068806
wavelet-LLL	firstorder	Range	54.393164568235306		16.00050337271074	500.19583385718636
wavelet-LLL	firstorder	RobustMeanAbsoluteDeviation	14.433574963059314		5.412018738804733	67.50468499722149
wavelet-LLL	firstorder	RootMeanSquared	718.5207833503063		768.5218283113895	890.7533856125411
wavelet-LLL	firstorder	Skewness	0.37608875679857573		-0.1697329459842707	0.6451558832139236
wavelet-LLL	firstorder	TotalEnergy	4135945.332382608		3154403.717123308	42845846.07493104
wavelet-LLL	firstorder	Uniformity	0.3333333333333333		0.625	0.07613168724279835
wavelet-LLL	firstorder	Variance	464.2922843123667		47.80800886965939	13858.709180441658
wavelet-LLL	glcm	Autocorrelation	4.458333333333333		1.5	108.14462037723823
wavelet-LLL	glcm	JointAverage	2.1875		1.25	10.2016128535747
wavelet-LLL	glcm	ClusterProminence	1.515625		0.03125	7758.998367213621
wavelet-LLL	glcm	ClusterShade	0.5		0.0	107.53866444800805
wavelet-LLL	glcm	ClusterTendency	0.5625		0.125	56.41653042524953
wavelet-LLL	glcm	Contrast	2.0416666666666665		0.5	40.72733375914827
wavelet-LLL	glcm	Correlation	-0.5795454545454541		-0.1666666666666663	0.17119224195590985
wavelet-LLL	glcm	DifferenceAverage	1.2916666666666667		0.5	5.1917330855637305
wavelet-LLL	glcm	DifferenceEntropy	0.4795739585136219		0.4999999999999995	3.299501098465817
wavelet-LLL	glcm	DifferenceVariance	0.11805555555555555		0.125	12.937260143975749
wavelet-LLL	glcm	JointEnergy	0.3958333333333333		0.5625	0.02199418147152016
wavelet-LLL	glcm	JointEntropy	1.3962406251802881		0.9999999999999992	5.592426665733942
wavelet-LLL	glcm	Imc1	-0.9166666666666663		-0.32553281989451643	-0.5586543930548392
wavelet-LLL	glcm	Imc2	0.9420979455162397		0.46559039619085674	0.9931179108438754
wavelet-LLL	glcm	Idm	0.4291666666666667		0.75	0.15774756330391154
wavelet-LLL	glcm	Idmn	0.8304487179487179		0.9	0.9242737139130097
wavelet-LLL	glcm	Id	0.47916666666666663		0.75	0.255873409151603
wavelet-LLL	glcm	Idn	0.7145833333333333		0.8333333333333333	0.8169692247681032
wavelet-LLL	glcm	InverseVariance	0.6354166666666666		0.5	0.16512090942711216
wavelet-LLL	glcm	MaximumProbability	0.3958333333333333		0.625	0.03798549344765226
wavelet-LLL	glcm	SumEntropy	0.4795739585136219		0.4999999999999995	4.085024791158672
wavelet-LLL	glcm	SumSquares	0.6510416666666666		0.15625	24.285966046099457
wavelet-LLL	glrlm	GrayLevelNonUniformity	1.95		1.8750000000000002	3.981061659154377
wavelet-LLL	glrlm	GrayLevelNonUniformityNormalized	0.33999999999999997		0.5729166666666667	0.07576080126055484
wavelet-LLL	glrlm	GrayLevelVariance	0.64		0.21354166666666666	21.854464053756352
wavelet-LLL	glrlm	HighGrayLevelRunEmphasis	4.45		1.9375	98.67213420790641
wavelet-LLL	glrlm	LongRunEmphasis	1.15		1.75	1.085112531112702
wavelet-LLL	glrlm	LongRunHighGrayLevelEmphasis	5.8		2.6875	109.05311129450973
wavelet-LLL	glrlm	LongRunLowGrayLevelEmphasis	0.48750000000000004		1.515625	0.05116697645682536
wavelet-LLL	glrlm	LowGrayLevelRunEmphasis	0.4708333333333333		0.765625	0.0491651858488712
wavelet-LLL	glrlm	RunEntropy	1.5692038992627069		1.3915414066556493	4.021158708971578
wavelet-LLL	glrlm	RunLengthNonUniformity	5.35		2.25	49.756358812364965
wavelet-LLL	glrlm	RunLengthNonUniformityNormalized	0.92		0.6666666666666667	0.9460071442929938
wavelet-LLL	glrlm	RunPercentage	0.9583333333333334		0.8125	0.9729344729344729
wavelet-LLL	glrlm	RunVariance	0.04		0.16666666666666666	0.026996427853503115
wavelet-LLL	glrlm	ShortRunEmphasis	0.9625		0.8125	0.9787218672218245
wavelet-LLL	glrlm	ShortRunHighGrayLevelEmphasis	4.1125		1.75	96.0768899362556
wavelet-LLL	glrlm	ShortRunLowGrayLevelEmphasis	0.4666666666666667		0.578125	0.048664738196882676
wavelet-LLL	glszm	GrayLevelNonUniformity	1.8		1.0	2.7777777777777777
wavelet-LLL	glszm	GrayLevelNonUniformityNormalized	0.36		0.5	0.07716049382716049
wavelet-LLL	glszm	GrayLevelVariance	0.56		0.25	21.969135802469136
wavelet-LLL	glszm	HighGrayLevelZoneEmphasis	3.8		2.5	93.27777777777777
wavelet-LLL	glszm	LargeAreaEmphasis	1.6		5.0	3.1666666666666665
wavelet-LLL	glszm	LargeAreaHighGrayLevelEmphasis	9.2		6.5	338.30555555555554
wavelet-LLL	glszm	LargeAreaLowGrayLevelEmphasis	0.5888888888888889		4.625	0.11442551999275935
wavelet-LLL	glszm	LowGrayLevelZoneEmphasis	0.5222222222222223		0.625	0.06039506666426607
wavelet-LLL	glszm	SizeZoneNonUniformity	3.4		1.0	21.0
wavelet-LLL	glszm	SizeZoneNonUniformityNormalized	0.68		0.5	0.5833333333333334
wavelet-LLL	glszm	SmallAreaEmphasis	0.85		0.5555555555555556	0.7853009259259259
wavelet-LLL	glszm	SmallAreaHighGrayLevelEmphasis	2.45		2.0555555555555554	70.50559413580247
wavelet-LLL	glszm	SmallAreaLowGrayLevelEmphasis	0.5055555555555555		0.18055555555555555	0.05532104922896426
wavelet-LLL	glszm	ZoneEntropy	1.5219280948873615		0.9999999999999993	4.194385682587757
wavelet-LLL	glszm	ZonePercentage	0.8333333333333334		0.5	0.6666666666666666
wavelet-LLL	glszm	ZoneVariance	0.16		1.0	0.9166666666666665
wavelet-LLL	gldm	DependenceEntropy	1.5849625007211552		0.8112781244591322	4.468147808545608
wavelet-LLL	gldm	DependenceNonUniformity	3.3333333333333335		2.5	20.37037037037037
wavelet-LLL	gldm	DependenceNonUniformityNormalized	0.5555555555555556		0.625	0.3772290809327846
wavelet-LLL	gldm	DependenceVariance	0.2222222222222222		0.75	0.6529492455418382
wavelet-LLL	gldm	GrayLevelNonUniformity	2.0		2.5	4.111111111111111
wavelet-LLL	gldm	GrayLevelVariance	0.6666666666666666		0.1875	21.939986282578875
wavelet-LLL	gldm	HighGrayLevelEmphasis	4.666666666666667		1.75	99.31481481481481
wavelet-LLL	gldm	LargeDependenceEmphasis	2.0		7.0	3.5555555555555554
wavelet-LLL	gldm	LargeDependenceHighGrayLevelEmphasis	13.666666666666666		7.75	422.31481481481484
wavelet-LLL	gldm	LargeDependenceLowGrayLevelEmphasis	0.5648148148148148		6.8125	0.10913733064383715
wavelet-LLL	gldm	LowGrayLevelEmphasis	0.4537037037037037		0.8125	0.04845766455742505
wavelet-LLL	gldm	SmallDependenceEmphasis	0.75		0.3333333333333333	0.5983796296296297
wavelet-LLL	gldm	SmallDependenceHighGrayLevelEmphasis	2.4166666666666665		1.0833333333333333	54.0895061728395
wavelet-LLL	gldm	SmallDependenceLowGrayLevelEmphasis	0.4259259259259259		0.14583333333333331	0.03889104827268924
wavelet-LLL	ngtdm	Busyness	0.7999999999999999		1.9999999999999996	0.11059229157734318
wavelet-LLL	ngtdm	Coarseness	0.46875		1.0000000000000002	0.07411656992153923
wavelet-LLL	ngtdm	Complexity	3.088888888888889		0.4999999999999999	513.4245319209382
wavelet-LLL	ngtdm	Contrast	0.23703703703703707		0.09374999999999999	0.4433720985608477
wavelet-LLL	ngtdm	Strength	1.2499999999999998		1.0000000000000002	11.352397997061642
