Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_27_segment_Rt Cerebellar	1: RTSTRUCT: ANON_27_segment_Lt Occipital	1: RTSTRUCT: ANON_27_segment_Rt Mesial Frontal
wavelet-HLL	gldm	DependenceVariance	19.589546111542383	18.213943673403133	3.734375
wavelet-HLL	gldm	GrayLevelNonUniformity	969.8838694957791	76.91891891891892	6.625
wavelet-HLL	gldm	GrayLevelVariance	2.198100442935701	0.9271974677380082	0.43359375
wavelet-HLL	gldm	HighGrayLevelEmphasis	54.672142368240934	17.144144144144143	4.1875
wavelet-HLL	gldm	LargeDependenceEmphasis	79.8104038329911	90.38738738738739	15.125
wavelet-HLL	gldm	LargeDependenceHighGrayLevelEmphasis	4206.4809491216065	1674.8198198198197	61.4375
wavelet-HLL	gldm	LargeDependenceLowGrayLevelEmphasis	1.5976936888986597	5.947642642642642	4.171875
wavelet-HLL	gldm	LowGrayLevelEmphasis	0.022895557133905526	0.09853353353353353	0.4114583333333333
wavelet-HLL	gldm	SmallDependenceEmphasis	0.07020856692349167	0.04818554709552729	0.28209148242630383
wavelet-HLL	gldm	SmallDependenceHighGrayLevelEmphasis	4.256484591283745	0.7924363979106047	1.1283659297052153
wavelet-HLL	gldm	SmallDependenceLowGrayLevelEmphasis	0.002341731828780273	0.006306196806324381	0.1746895372732426
wavelet-HLL	ngtdm	Busyness	3.6318091906647862	1.3699728134488027	0.9049744897959183
wavelet-HLL	ngtdm	Coarseness	0.0017907499460572312	0.025787239228740984	0.31571529245947855
wavelet-HLL	ngtdm	Complexity	88.83676000448231	9.658909013469527	1.7298346742543171
wavelet-HLL	ngtdm	Contrast	0.01873142178654891	0.041860042136793126	0.09368722098214284
wavelet-HLL	ngtdm	Strength	0.1639797893222577	0.3289862203672512	0.6387741046831956
wavelet-HLH	firstorder	10Percentile	-14.448837441489864	-9.467654733689445	-25.445883457534972
wavelet-HLH	firstorder	90Percentile	15.789659844304191	11.133926825581954	14.18667933740552
wavelet-HLH	firstorder	Energy	396541741.70690536	20115677.804361265	1374437.9669397376
wavelet-HLH	firstorder	Entropy	1.3330546181113903	1.0317751851295938	1.2987949406953976
wavelet-HLH	firstorder	InterquartileRange	13.633759628240071	10.113439138279947	15.318975409773914
wavelet-HLH	firstorder	Kurtosis	4.605755064384743	3.1352897117867826	2.341088028531625
wavelet-HLH	firstorder	Maximum	59.808285036945534	26.89685922084866	21.771877430145135
wavelet-HLH	firstorder	MeanAbsoluteDeviation	9.159585552975226	6.403775626154015	11.84831778373677
wavelet-HLH	firstorder	Mean	0.5296120765171172	0.9075824645743349	-7.269745046317969
wavelet-HLH	firstorder	Median	0.3350811499940417	1.1828127936807653	-9.202567267674578
wavelet-HLH	firstorder	Minimum	-67.26353619608341	-21.0658481327816	-29.426539184404156
wavelet-HLH	firstorder	Range	127.07182123302894	47.962707353630265	51.19841661454929
wavelet-HLH	firstorder	RobustMeanAbsoluteDeviation	5.749781910889443	4.383503512271692	7.774756046199799
wavelet-HLH	firstorder	RootMeanSquared	300.7867627382929	301.016878730922	293.0910659398092
wavelet-HLH	firstorder	Skewness	-0.03667542163782806	0.03908423629619022	0.38610177936466183
wavelet-HLH	firstorder	TotalEnergy	396541741.70690536	20115677.804361265	2638034.162352077
wavelet-HLH	firstorder	Uniformity	0.44550380259656486	0.49918837756675594	0.46875
wavelet-HLH	firstorder	Variance	154.62890372025038	65.78809623200405	211.37076848589905
wavelet-HLH	glcm	Autocorrelation	12.453497424040211	2.439556793077952	4.718560606060606
wavelet-HLH	glcm	JointAverage	3.5235316381069097	1.5571779119008566	2.1859848484848485
wavelet-HLH	glcm	ClusterProminence	2.3239485537354714	0.5716896928520794	0.8203118691928046
wavelet-HLH	glcm	ClusterShade	-0.06445465674366213	-0.047130564309632875	-0.09138656537830096
wavelet-HLH	glcm	ClusterTendency	0.8202523839028084	0.5394684772246122	0.5951905417814509
wavelet-HLH	glcm	Contrast	0.6676171248164138	0.48112906507465864	0.8386363636363636
wavelet-HLH	glcm	Correlation	0.10206657370932477	0.05557815004975611	-0.16423034818657634
wavelet-HLH	glcm	DifferenceAverage	0.5585749857455391	0.47059931546646283	0.696969696969697
wavelet-HLH	glcm	DifferenceEntropy	1.2299327887126852	1.0027715487489546	1.146492770283969
wavelet-HLH	glcm	DifferenceVariance	0.34957073059019983	0.24819907853960707	0.3308723599632691
wavelet-HLH	glcm	JointEnergy	0.2069561185024434	0.26396534348840545	0.22971734389348025
wavelet-HLH	glcm	JointEntropy	2.6164737987146345	2.0080662973821752	2.2944457081763234
wavelet-HLH	glcm	Imc1	-0.02623256930284842	-0.04549738668507923	-0.22452087512398733
wavelet-HLH	glcm	Imc2	0.1858239749011266	0.24752181885208174	0.6473795486927476
wavelet-HLH	glcm	Idm	0.7315995348131957	0.7657533172275881	0.6656818181818182
wavelet-HLH	glcm	Idmn	0.9824731885624789	0.9523730819359891	0.922674825174825
wavelet-HLH	glcm	Id	0.7379223627225133	0.766455300534801	0.6751262626262626
wavelet-HLH	glcm	Idn	0.9221042779567523	0.8828766586137942	0.832840909090909
wavelet-HLH	glcm	InverseVariance	0.47214510273909277	0.46138578455929163	0.5730113636363636
wavelet-HLH	glcm	MaximumProbability	0.25742705864837717	0.32211572233909597	0.3284090909090909
wavelet-HLH	glcm	SumEntropy	1.8727091648964458	1.507358823596597	1.462958459060193
wavelet-HLH	glcm	SumSquares	0.37196737717980566	0.25514938557481764	0.3584567263544536
wavelet-HLH	glrlm	GrayLevelNonUniformity	1057.6900121116337	69.54404304899387	4.920512820512821
wavelet-HLH	glrlm	GrayLevelNonUniformityNormalized	0.4167795120807141	0.4935353865722514	0.41136423405654177
wavelet-HLH	glrlm	GrayLevelVariance	0.44885324526953535	0.26396526143679444	0.4369904667981591
wavelet-HLH	glrlm	HighGrayLevelRunEmphasis	12.878830634206793	2.5947593016799213	4.930128205128205
wavelet-HLH	glrlm	LongRunEmphasis	4.677100086442353	3.8251059132202316	2.1762820512820515
wavelet-HLH	glrlm	LongRunHighGrayLevelEmphasis	59.868640417937826	10.297386715802718	10.38525641025641
wavelet-HLH	glrlm	LongRunLowGrayLevelEmphasis	0.40759247542885413	2.2153395957571473	0.6097934472934473
wavelet-HLH	glrlm	LowGrayLevelRunEmphasis	0.09228912161433521	0.6096140577625563	0.3365562678062678
wavelet-HLH	glrlm	RunEntropy	3.0979250927586373	2.4307751699936255	2.1058461645735096
wavelet-HLH	glrlm	RunLengthNonUniformity	1090.1267975821252	70.90197378155482	7.3032051282051285
wavelet-HLH	glrlm	RunLengthNonUniformityNormalized	0.41959994134410555	0.47762804657419466	0.5975008218277449
wavelet-HLH	glrlm	RunPercentage	0.5784587304094491	0.6344421344421345	0.75
wavelet-HLH	glrlm	RunVariance	1.432296484856022	0.8776513563269404	0.3344411571334648
wavelet-HLH	glrlm	ShortRunEmphasis	0.6530164540209346	0.6833147725750215	0.7782229344729344
wavelet-HLH	glrlm	ShortRunHighGrayLevelEmphasis	8.469641519135857	1.7130307195155188	3.8555199430199427
wavelet-HLH	glrlm	ShortRunLowGrayLevelEmphasis	0.0620483158241867	0.4341896690224336	0.28632033475783475
wavelet-HLH	glszm	GrayLevelNonUniformity	37.391304347826086	1.0	1.8
wavelet-HLH	glszm	GrayLevelNonUniformityNormalized	0.4064272211720227	0.3333333333333333	0.36
wavelet-HLH	glszm	GrayLevelVariance	2.281663516068053	0.6666666666666666	0.8
wavelet-HLH	glszm	HighGrayLevelZoneEmphasis	15.304347826086957	4.666666666666667	4.8
wavelet-HLH	glszm	LargeAreaEmphasis	92357.31521739131	8200.666666666666	22.0
wavelet-HLH	glszm	LargeAreaHighGrayLevelEmphasis	1174261.0652173914	22603.333333333332	94.8
wavelet-HLH	glszm	LargeAreaLowGrayLevelEmphasis	7881.145926932367	4600.37037037037	5.5777777777777775
wavelet-HLH	glszm	LowGrayLevelZoneEmphasis	0.1563979468599034	0.4537037037037037	0.49444444444444446
wavelet-HLH	glszm	SizeZoneNonUniformity	22.282608695652176	1.0	1.8
wavelet-HLH	glszm	SizeZoneNonUniformityNormalized	0.2422022684310019	0.3333333333333333	0.36
wavelet-HLH	glszm	SmallAreaEmphasis	0.48729020723855737	0.3333891580164617	0.502
wavelet-HLH	glszm	SmallAreaHighGrayLevelEmphasis	6.555091554573598	3.0001252691275724	1.308
wavelet-HLH	glszm	SmallAreaLowGrayLevelEmphasis	0.08362556298896764	0.037075500609054304	0.41161111111111115
wavelet-HLH	glszm	ZoneEntropy	3.828905297904627	1.5849625007211552	1.5219280948873615
wavelet-HLH	glszm	ZonePercentage	0.020990189368012776	0.013513513513513514	0.3125
wavelet-HLH	glszm	ZoneVariance	90087.62133742911	2724.6666666666665	11.76
wavelet-HLH	gldm	DependenceEntropy	5.231315952487458	4.854604058471434	2.624999999999998
wavelet-HLH	gldm	DependenceNonUniformity	289.86698608259184	16.306306306306308	3.375
wavelet-HLH	gldm	DependenceNonUniformityNormalized	0.06613437966748616	0.07345183020858696	0.2109375
wavelet-HLH	gldm	DependenceVariance	18.904862600190967	17.934664394123853	2.0
wavelet-HLH	gldm	GrayLevelNonUniformity	1952.6431667807437	110.81981981981981	7.5
wavelet-HLH	gldm	GrayLevelVariance	0.3756540954881941	0.25655385114844576	0.359375
wavelet-HLH	gldm	HighGrayLevelEmphasis	12.817248459958932	2.6576576576576576	4.875
wavelet-HLH	gldm	LargeDependenceEmphasis	161.94820898927676	128.27927927927928	11.0
wavelet-HLH	gldm	LargeDependenceHighGrayLevelEmphasis	2068.512434405658	369.55855855855856	48.625
wavelet-HLH	gldm	LargeDependenceLowGrayLevelEmphasis	13.82803590894111	67.96446446446447	2.704861111111111
wavelet-HLH	gldm	LowGrayLevelEmphasis	0.08971918016579207	0.5905905905905906	0.3090277777777778
wavelet-HLH	gldm	SmallDependenceEmphasis	0.024870962002111602	0.020216720128839863	0.2454513888888889
wavelet-HLH	gldm	SmallDependenceHighGrayLevelEmphasis	0.3454517768287538	0.0759180121082482	0.9193055555555556
wavelet-HLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.003300449553362604	0.011296402138992783	0.1464322916666667
wavelet-HLH	ngtdm	Busyness	32.016222287228764	11.777725897778915	0.6444444444444444
wavelet-HLH	ngtdm	Coarseness	0.0011232306314185303	0.019883058684022813	0.3448275862068966
wavelet-HLH	ngtdm	Complexity	8.088460834902875	1.8305237075542338	1.5431547619047619
wavelet-HLH	ngtdm	Contrast	0.012656207956231897	0.03966254167520052	0.06775716145833334
wavelet-HLH	ngtdm	Strength	0.017840344156791386	0.0656239023435523	0.6906077348066297
wavelet-HHL	firstorder	10Percentile	-17.847704621982174	-11.577951266690595	-9.502999518477978
wavelet-HHL	firstorder	90Percentile	20.799130172319146	12.79536297092088	9.324388453873862
wavelet-HHL	firstorder	Energy	396474827.47503144	20079247.91302254	1449436.675825336
wavelet-HHL	firstorder	Entropy	1.5697201397808804	1.2164650817613072	0.9544340029249644
wavelet-HHL	firstorder	InterquartileRange	16.65887998688935	11.924487436615973	8.44784746524593
wavelet-HHL	firstorder	Kurtosis	5.080225332712554	4.025921986075508	3.527268917724456
wavelet-HHL	firstorder	Maximum	96.37187123769648	34.798413114329364	21.787271185838684
wavelet-HHL	firstorder	MeanAbsoluteDeviation	11.866254430686752	7.626404254377816	6.027048993157503
wavelet-HHL	firstorder	Mean	0.3145536845911588	0.5677633427729813	0.8699577809868606
wavelet-HHL	firstorder	Median	-0.3710435333938523	-0.08421943747587622	1.3109178563729382
wavelet-HHL	firstorder	Minimum	-89.98053707050083	-25.55335871015136	-10.932272891857536
wavelet-HHL	firstorder	Range	186.3524083081973	60.35177182448072	32.71954407769622
wavelet-HHL	firstorder	RobustMeanAbsoluteDeviation	7.289878760055109	4.671864110354257	3.757720540305289
wavelet-HHL	firstorder	RootMeanSquared	300.76138361395664	300.74418144208994	300.9813818811448
wavelet-HHL	firstorder	Skewness	0.016681879848286313	0.5070001030194621	0.6373208449180873
wavelet-HHL	firstorder	TotalEnergy	396474827.47503144	20079247.91302254	2781983.297148629
wavelet-HHL	firstorder	Uniformity	0.39701850360494617	0.46579011443876306	0.53125
wavelet-HHL	firstorder	Variance	268.5787186063865	106.08231039553853	67.06074395067637
wavelet-HHL	glcm	Autocorrelation	20.28050123131607	6.3033180152534065	2.4409090909090905
wavelet-HHL	glcm	JointAverage	4.50188698547841	2.507669204930568	1.5696969696969696
wavelet-HHL	glcm	ClusterProminence	4.600320974543291	1.154473553754366	0.4426573876759077
wavelet-HHL	glcm	ClusterShade	0.08729772376490219	0.13562192456442168	-0.05940732392798495
wavelet-HHL	glcm	ClusterTendency	1.0729561856470644	0.6580862960659289	0.44212580348943986
wavelet-HHL	glcm	Contrast	1.0190061985501278	0.5989771462466431	0.5363636363636364
wavelet-HHL	glcm	Correlation	0.025739575717405705	0.048705248304906176	-0.09401154401154395
wavelet-HHL	glcm	DifferenceAverage	0.704636478856128	0.5335949614670301	0.5363636363636364
wavelet-HHL	glcm	DifferenceEntropy	1.450779527552466	1.1440995912291951	0.9615679262905787
wavelet-HHL	glcm	DifferenceVariance	0.5123659359744017	0.3043324771492924	0.23698347107438017
wavelet-HHL	glcm	JointEnergy	0.1671966326249561	0.23003611672240523	0.2737718089990817
wavelet-HHL	glcm	JointEntropy	3.0729892656108646	2.3369151521073364	1.92967039939768
wavelet-HHL	glcm	Imc1	-0.02697055725137015	-0.04354957681873991	-0.039539190462961844
wavelet-HHL	glcm	Imc2	0.21945679766027085	0.27290851604862676	0.20714104109343623
wavelet-HHL	glcm	Idm	0.6784414719795729	0.7397407377444463	0.7318181818181818
wavelet-HHL	glcm	Idmn	0.9849890511480959	0.965955524122683	0.8927272727272727
wavelet-HHL	glcm	Id	0.6929633927239903	0.7439591794847602	0.7318181818181818
wavelet-HHL	glcm	Idn	0.9250128866951755	0.8954443715141056	0.8212121212121211
wavelet-HHL	glcm	InverseVariance	0.4920110575307497	0.47771127191351065	0.5363636363636364
wavelet-HHL	glcm	MaximumProbability	0.2303549211650067	0.27519931393990404	0.3390151515151515
wavelet-HHL	glcm	SumEntropy	2.0645865911943724	1.683262367705558	1.3933067630340439
wavelet-HHL	glcm	SumSquares	0.5229905960492981	0.3142658605781431	0.24462235996326903
wavelet-HHL	glrlm	GrayLevelNonUniformity	1001.5417561186816	66.93460673345709	5.788811188811189
wavelet-HHL	glrlm	GrayLevelNonUniformityNormalized	0.3583717260826805	0.4516427808001381	0.5259543253948848
wavelet-HHL	glrlm	GrayLevelVariance	0.6569325854817212	0.3521639188782305	0.23702283730255758
wavelet-HHL	glrlm	HighGrayLevelRunEmphasis	21.163002197438576	6.788413752666033	2.8388111888111887
wavelet-HHL	glrlm	LongRunEmphasis	3.570455747313786	2.9906751674286687	2.6024475524475523
wavelet-HHL	glrlm	LongRunHighGrayLevelEmphasis	72.61662877036457	19.408576880579556	7.6164335664335665
wavelet-HHL	glrlm	LongRunLowGrayLevelEmphasis	0.19134146634715093	0.5571850172118605	1.348951048951049
wavelet-HHL	glrlm	LowGrayLevelRunEmphasis	0.05521756888470807	0.187244424928558	0.5402972027972028
wavelet-HHL	glrlm	RunEntropy	3.133858959703663	2.572876077655576	1.9817631047687432
wavelet-HHL	glrlm	RunLengthNonUniformity	1360.0331020590768	73.79606071040797	5.901748251748252
wavelet-HHL	glrlm	RunLengthNonUniformityNormalized	0.48101584115373835	0.4893559978402851	0.5229857205731332
wavelet-HHL	glrlm	RunPercentage	0.6373400726583477	0.6670131670131669	0.6875
wavelet-HHL	glrlm	RunVariance	1.0122023016961956	0.6389933455044178	0.4148237077607707
wavelet-HHL	glrlm	ShortRunEmphasis	0.7129340244904268	0.7140724299979374	0.7040889665889667
wavelet-HHL	glrlm	ShortRunHighGrayLevelEmphasis	15.309225671911738	4.966638519068308	1.9798756798756798
wavelet-HHL	glrlm	ShortRunLowGrayLevelEmphasis	0.040148128279211846	0.1343859553236203	0.38514228826728825
wavelet-HHL	glszm	GrayLevelNonUniformity	59.07692307692308	1.6666666666666667	1.0
wavelet-HHL	glszm	GrayLevelNonUniformityNormalized	0.3245984784446323	0.2777777777777778	0.5
wavelet-HHL	glszm	GrayLevelVariance	3.0397295012679626	1.5833333333333333	0.25
wavelet-HHL	glszm	HighGrayLevelZoneEmphasis	22.945054945054945	7.833333333333333	2.5
wavelet-HHL	glszm	LargeAreaEmphasis	41176.76373626374	3824.0	68.0
wavelet-HHL	glszm	LargeAreaHighGrayLevelEmphasis	824296.6263736264	24360.333333333332	218.0
wavelet-HHL	glszm	LargeAreaLowGrayLevelEmphasis	2160.261529802397	705.0671296296296	30.5
wavelet-HHL	glszm	LowGrayLevelZoneEmphasis	0.09189919420149012	0.41435185185185186	0.625
wavelet-HHL	glszm	SizeZoneNonUniformity	45.89010989010989	2.0	1.0
wavelet-HHL	glszm	SizeZoneNonUniformityNormalized	0.2521434609346697	0.3333333333333333	0.5
wavelet-HHL	glszm	SmallAreaEmphasis	0.4902686214218501	0.5066958500415668	0.01888888888888889
wavelet-HHL	glszm	SmallAreaHighGrayLevelEmphasis	10.864638275333881	3.106860446517352	0.033888888888888885
wavelet-HHL	glszm	SmallAreaLowGrayLevelEmphasis	0.05449588076196764	0.3441718223339727	0.015138888888888887
wavelet-HHL	glszm	ZoneEntropy	4.169237867942865	2.2516291673878213	0.9999999999999993
wavelet-HHL	glszm	ZonePercentage	0.04152407027150354	0.02702702702702703	0.125
wavelet-HHL	glszm	ZoneVariance	40596.80089964981	2455.0	4.0
wavelet-HHL	gldm	DependenceEntropy	5.249208754296724	4.82300491525608	2.6022170014624804
wavelet-HHL	gldm	DependenceNonUniformity	292.6805840748346	17.855855855855857	5.625
wavelet-HHL	gldm	DependenceNonUniformityNormalized	0.06677631395729743	0.08043178313448583	0.3515625
wavelet-HHL	gldm	DependenceVariance	18.448038693458628	13.612531450369287	1.0
wavelet-HHL	gldm	GrayLevelNonUniformity	1740.1321013004792	103.4054054054054	8.5
wavelet-HHL	gldm	GrayLevelVariance	0.530165263723753	0.32188945702459215	0.234375
wavelet-HHL	gldm	HighGrayLevelEmphasis	20.805840748345883	6.63963963963964	2.875
wavelet-HHL	gldm	LargeDependenceEmphasis	127.2153775952544	106.88288288288288	13.25
wavelet-HHL	gldm	LargeDependenceHighGrayLevelEmphasis	2529.3972165183663	665.2522522522522	39.875
wavelet-HHL	gldm	LargeDependenceLowGrayLevelEmphasis	6.750750434708829	20.15621871871872	6.59375
wavelet-HHL	gldm	LowGrayLevelEmphasis	0.05428226545770791	0.18662412412412413	0.53125
wavelet-HHL	gldm	SmallDependenceEmphasis	0.04097154968246179	0.03336076873414506	0.10763888888888888
wavelet-HHL	gldm	SmallDependenceHighGrayLevelEmphasis	0.9137198858041682	0.24726632612272897	0.3068576388888889
wavelet-HHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.003486622728249152	0.012324904592195962	0.05783420138888889
wavelet-HHL	ngtdm	Busyness	17.319209653244048	4.819198264700109	2.4642857142857144
wavelet-HHL	ngtdm	Coarseness	0.0011486546584963196	0.020455485630182912	0.2318840579710145
wavelet-HHL	ngtdm	Complexity	17.59188914080779	3.2844637519009345	0.5390625
wavelet-HHL	ngtdm	Contrast	0.011549994433877653	0.02714666241850627	0.12294224330357142
wavelet-HHL	ngtdm	Strength	0.03459081877805746	0.1119562967644533	0.23829787234042554
wavelet-HHH	firstorder	10Percentile	-7.376244339225773	-4.75076987603842	-13.292380472612614
wavelet-HHH	firstorder	90Percentile	7.095555683121541	3.9730234149671118	10.436537560666343
wavelet-HHH	firstorder	Energy	394562398.7766354	19962315.07431138	1439906.7100252872
wavelet-HHH	firstorder	Entropy	1.0161962860552174	0.999765802595145	0.9886994082884969
wavelet-HHH	firstorder	InterquartileRange	6.7373790445418456	3.780987459619218	10.993764876911861
wavelet-HHH	firstorder	Kurtosis	4.9629411394680965	3.3885481306646295	2.2050051203026015
wavelet-HHH	firstorder	Maximum	25.940354098314955	7.34249254102872	13.141927550326432
wavelet-HHH	firstorder	MeanAbsoluteDeviation	4.480145880690293	2.542445548295367	7.300317705274158
wavelet-HHH	firstorder	Mean	-0.026245587626313995	-0.15179516382694874	-0.14331049378713812
wavelet-HHH	firstorder	Median	0.11222201711672894	-0.09815479952568729	0.6987565100390083
wavelet-HHH	firstorder	Minimum	-35.38542408503831	-10.144061384985406	-17.05789501284321
wavelet-HHH	firstorder	Range	61.325778183353265	17.486553926014125	30.199822563169644
wavelet-HHH	firstorder	RobustMeanAbsoluteDeviation	2.8345174570568488	1.6060017957991493	4.951786681586602
wavelet-HHH	firstorder	RootMeanSquared	300.0351332293355	299.8672008949525	299.990282136906
wavelet-HHH	firstorder	Skewness	-0.1099864520491966	-0.29398989006787624	-0.4402072417746519
wavelet-HHH	firstorder	TotalEnergy	394562398.7766354	19962315.07431138	2763691.9111775677
wavelet-HHH	firstorder	Uniformity	0.49860767617444646	0.5001623244866488	0.5078125
wavelet-HHH	firstorder	Variance	36.82783569002918	11.392229098186833	80.13513495510358
wavelet-HHH	glcm	Autocorrelation	6.292275267741313	2.2173333099726613	2.3284090909090907
wavelet-HHH	glcm	JointAverage	2.5086075029297854	1.4881885694898107	1.5363636363636364
wavelet-HHH	glcm	ClusterProminence	0.512458111529623	0.5046296752045714	0.4187555358240558
wavelet-HHH	glcm	ClusterShade	-0.011077794482330063	0.011980098161982356	-0.013888805409466597
wavelet-HHH	glcm	ClusterTendency	0.5013520973085847	0.504649099339235	0.4265702479338843
wavelet-HHH	glcm	Contrast	0.5047066433440464	0.49446479699354234	0.5613636363636364
wavelet-HHH	glcm	Correlation	-0.0033448105012356144	0.010177787304497116	-0.1374999999999999
wavelet-HHH	glcm	DifferenceAverage	0.5028665186335524	0.49446479699354234	0.5613636363636364
wavelet-HHH	glcm	DifferenceEntropy	1.0055282178522207	0.992852707650636	0.9839828500965728
wavelet-HHH	glcm	DifferenceVariance	0.25046851136983206	0.24753502512365932	0.24448347107438015
wavelet-HHH	glcm	JointEnergy	0.25077047943844694	0.25290802670995194	0.2615495867768595
wavelet-HHH	glcm	JointEntropy	2.012445209218841	1.9915610732948243	1.961809593730516
wavelet-HHH	glcm	Imc1	-0.005011047445739168	-0.007161880882853289	-0.021039020292432015
wavelet-HHH	glcm	Imc2	0.08446339401188828	0.09324465274339334	0.1638124694352091
wavelet-HHH	glcm	Idm	0.7487507531542732	0.7527676015032291	0.7193181818181817
wavelet-HHH	glcm	Idmn	0.9703438467099473	0.9011070406012915	0.8877272727272727
wavelet-HHH	glcm	Id	0.7488734281349727	0.7527676015032291	0.7193181818181817
wavelet-HHH	glcm	Idn	0.8994880337636394	0.8351784010021526	0.8128787878787878
wavelet-HHH	glcm	InverseVariance	0.5012564095118701	0.49446479699354234	0.5613636363636364
wavelet-HHH	glcm	MaximumProbability	0.2680771223975802	0.27688527415836983	0.2806818181818182
wavelet-HHH	glcm	SumEntropy	1.5015090106859088	1.4970962763012823	1.4004459573668802
wavelet-HHH	glcm	SumSquares	0.2515146851631577	0.24977847408319437	0.24698347107438015
wavelet-HHH	glrlm	GrayLevelNonUniformity	1255.1750810172666	73.52631689478227	5.7280303030303035
wavelet-HHH	glrlm	GrayLevelNonUniformityNormalized	0.49736111402956035	0.5001913996371481	0.5095052800734619
wavelet-HHH	glrlm	GrayLevelVariance	0.25538012891980705	0.24990430018142598	0.24524735996326905
wavelet-HHH	glrlm	HighGrayLevelRunEmphasis	6.511043878893982	2.4922026048133628	2.6715909090909093
wavelet-HHH	glrlm	LongRunEmphasis	4.3006368316920005	2.9811670912452937	2.4325757575757576
wavelet-HHH	glrlm	LongRunHighGrayLevelEmphasis	28.35681449612471	7.336278629196897	6.6053030303030305
wavelet-HHH	glrlm	LongRunLowGrayLevelEmphasis	0.7671337635402706	1.8923892067573926	1.3893939393939394
wavelet-HHH	glrlm	LowGrayLevelRunEmphasis	0.18183717973212113	0.6269493487966593	0.5821022727272727
wavelet-HHH	glrlm	RunEntropy	2.691033791754724	2.3408897886693443	1.9643348001135585
wavelet-HHH	glrlm	RunLengthNonUniformity	1043.5324443206641	72.12152116073301	5.94469696969697
wavelet-HHH	glrlm	RunLengthNonUniformityNormalized	0.4115059299947716	0.4848156834225816	0.5242275022956842
wavelet-HHH	glrlm	RunPercentage	0.5757735305989926	0.6621621621621622	0.703125
wavelet-HHH	glrlm	RunVariance	1.2414177973460396	0.6415787550909301	0.3747612488521579
wavelet-HHH	glrlm	ShortRunEmphasis	0.6422674035186375	0.7078140185641733	0.7205597643097643
wavelet-HHH	glrlm	ShortRunHighGrayLevelEmphasis	4.1662193147714115	1.7808000222862588	1.9196443602693603
wavelet-HHH	glrlm	ShortRunLowGrayLevelEmphasis	0.11775617245021351	0.43956751763365176	0.4207886153198653
wavelet-HHH	glszm	GrayLevelNonUniformity	2.0	1.0	1.6666666666666667
wavelet-HHH	glszm	GrayLevelNonUniformityNormalized	0.3333333333333333	0.5	0.5555555555555556
wavelet-HHH	glszm	GrayLevelVariance	1.3333333333333333	0.25	0.2222222222222222
wavelet-HHH	glszm	HighGrayLevelZoneEmphasis	5.333333333333333	2.5	3.0
wavelet-HHH	glszm	LargeAreaEmphasis	1596429.1666666667	12325.0	38.0
wavelet-HHH	glszm	LargeAreaHighGrayLevelEmphasis	10537231.666666666	30146.5	103.0
wavelet-HHH	glszm	LargeAreaLowGrayLevelEmphasis	283789.0104166667	7869.625	21.75
wavelet-HHH	glszm	LowGrayLevelZoneEmphasis	0.5706018518518519	0.625	0.5
wavelet-HHH	glszm	SizeZoneNonUniformity	1.3333333333333333	1.0	1.0
wavelet-HHH	glszm	SizeZoneNonUniformityNormalized	0.2222222222222222	0.5	0.3333333333333333
wavelet-HHH	glszm	SmallAreaEmphasis	0.3935185882310785	8.124133383201779e-05	0.34534438775510207
wavelet-HHH	glszm	SmallAreaHighGrayLevelEmphasis	2.893518964643502	0.0002074933328220018	1.360969387755102
wavelet-HHH	glszm	SmallAreaLowGrayLevelEmphasis	0.23726853130013784	4.9678334084521794e-05	0.09143813775510205
wavelet-HHH	glszm	ZoneEntropy	2.5849625007211543	0.9999999999999993	1.5849625007211552
wavelet-HHH	glszm	ZonePercentage	0.0013689253935660506	0.009009009009009009	0.1875
wavelet-HHH	glszm	ZoneVariance	1062798.9166666665	4.0	9.555555555555555
wavelet-HHH	gldm	DependenceEntropy	4.581287688616673	4.581015870062494	2.608458593344347
wavelet-HHH	gldm	DependenceNonUniformity	427.3481633584303	20.243243243243242	5.5
wavelet-HHH	gldm	DependenceNonUniformityNormalized	0.09750129211919469	0.09118578037496956	0.34375
wavelet-HHH	gldm	DependenceVariance	9.32126047118872	9.673971268565863	0.859375
wavelet-HHH	gldm	GrayLevelNonUniformity	2185.397444672599	111.03603603603604	8.125
wavelet-HHH	gldm	GrayLevelVariance	0.25312480983893915	0.24991883775667556	0.24609375
wavelet-HHH	gldm	HighGrayLevelEmphasis	6.544832306639288	2.472972972972973	2.6875
wavelet-HHH	gldm	LargeDependenceEmphasis	154.03947068218116	105.3963963963964	12.25
wavelet-HHH	gldm	LargeDependenceHighGrayLevelEmphasis	1021.3082363677846	254.4099099099099	34.1875
wavelet-HHH	gldm	LargeDependenceLowGrayLevelEmphasis	27.259679126422796	68.14301801801801	6.765625
wavelet-HHH	gldm	LowGrayLevelEmphasis	0.18025610312571297	0.6317567567567568	0.578125
wavelet-HHH	gldm	SmallDependenceEmphasis	0.010038331337883141	0.015957936813241612	0.14963541666666666
wavelet-HHH	gldm	SmallDependenceHighGrayLevelEmphasis	0.06463417224188805	0.0419541983977691	0.45401041666666664
wavelet-HHH	gldm	SmallDependenceLowGrayLevelEmphasis	0.002183937758458912	0.00945887141710974	0.07354166666666666
