Image type	Feature Class	Feature Name	RTSTRUCT: ANON_5_segment_Rt Med Frontal Flax	RTSTRUCT: ANON_5_segment_Rt Sup Frontal	RTSTRUCT: ANON_5_segment_Lt Temporal	RTSTRUCT: ANON_5_segment_Lt Parietal
log-sigma-1-0-mm-3D	ngtdm	Complexity	6.038480352311098	16.266209369998844	31.03368541740034	3.2843324817270347
log-sigma-1-0-mm-3D	ngtdm	Contrast	0.09693831506174207	0.02090782869548104	0.006950008654297234	0.021504551924026373
log-sigma-1-0-mm-3D	ngtdm	Strength	0.2207056707481303	0.04331941450792303	0.1042414394510908	0.0936791954880157
log-sigma-2-0-mm-3D	firstorder	10Percentile	-118.92249298095703	-63.25029067993164	-29.3762975692749	-35.46514205932617
log-sigma-2-0-mm-3D	firstorder	90Percentile	-29.056930541992188	49.89883804321292	31.422986412048346	23.527952575683603
log-sigma-2-0-mm-3D	firstorder	Energy	10867251.363932766	625309937.2853795	853240657.7659602	78682059.99402314
log-sigma-2-0-mm-3D	firstorder	Entropy	2.467507221014511	2.8125254621527715	2.0888868722480893	1.8775407122877084
log-sigma-2-0-mm-3D	firstorder	InterquartileRange	47.46333694458008	66.15322589874268	30.908646821975708	24.964107990264893
log-sigma-2-0-mm-3D	firstorder	Kurtosis	2.4729889756232946	2.3566744831439386	4.36285349813116	4.33997263427995
log-sigma-2-0-mm-3D	firstorder	Maximum	0.058013916015625	109.75206756591797	80.95492553710938	37.815399169921875
log-sigma-2-0-mm-3D	firstorder	MeanAbsoluteDeviation	27.60054997382095	36.379595852965664	19.573248002025394	17.03649615182745
log-sigma-2-0-mm-3D	firstorder	Mean	-69.93904454435283	-10.562270338242898	2.9476135352483164	-1.5009451738997852
log-sigma-2-0-mm-3D	firstorder	Median	-66.17097473144531	-15.278515338897705	5.79175591468811	2.8014168739318848
log-sigma-2-0-mm-3D	firstorder	Minimum	-151.8295440673828	-107.16928100585938	-103.46809387207031	-98.83297729492188
log-sigma-2-0-mm-3D	firstorder	Range	151.88755798339844	216.92134857177734	184.4230194091797	136.64837646484375
log-sigma-2-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	20.10996126986034	27.039218723637152	12.782003399333918	10.879303245208202
log-sigma-2-0-mm-3D	firstorder	RootMeanSquared	232.5208102165161	292.6754098289522	304.0429379221309	299.3578168327786
log-sigma-2-0-mm-3D	firstorder	Skewness	-0.39534720067178947	0.26635824143375153	-0.7687646303753896	-1.1013942301632262
log-sigma-2-0-mm-3D	firstorder	TotalEnergy	10867251.363932766	625309937.2853795	853240657.7659602	78682059.99402314
log-sigma-2-0-mm-3D	firstorder	Uniformity	0.20556421870745772	0.15836573465941078	0.29136442121350487	0.3354771924180551
log-sigma-2-0-mm-3D	firstorder	Variance	1137.883958579835	1884.6961667927567	664.8515536185546	513.416766812215
log-sigma-2-0-mm-3D	glcm	Autocorrelation	19.74030683339639	28.740283041445142	32.39251441451019	20.532723413590496
log-sigma-2-0-mm-3D	glcm	JointAverage	4.338258918379582	5.11135530257198	5.609270137092195	4.45296146775195
log-sigma-2-0-mm-3D	glcm	ClusterProminence	79.803343367163	309.5586085722612	74.9636103792733	40.67417123842316
log-sigma-2-0-mm-3D	glcm	ClusterShade	-2.8365259339042845	9.636062975859279	-6.115728787142866	-5.509972688937387
log-sigma-2-0-mm-3D	glcm	ClusterTendency	5.711357520629325	11.449416599810236	4.216187287247177	3.2207110636988787
log-sigma-2-0-mm-3D	glcm	Contrast	2.04421753823912	0.9927340105307151	0.5018514806562355	0.4066922097364761
log-sigma-2-0-mm-3D	glcm	Correlation	0.47641994225856	0.8402766575762322	0.7872743511185883	0.7748796853932194
log-sigma-2-0-mm-3D	glcm	DifferenceAverage	1.1338837926994665	0.6816152244340287	0.42488173475196195	0.3790059988010116
log-sigma-2-0-mm-3D	glcm	DifferenceEntropy	1.7351431578168321	1.4426232884169654	1.112454057190298	1.0028499051714208
log-sigma-2-0-mm-3D	glcm	DifferenceVariance	0.7250996511648331	0.5129226322832039	0.30992272701671564	0.25445080612716237
log-sigma-2-0-mm-3D	glcm	JointEnergy	0.04685683818159547	0.05104594439936082	0.14417245223950176	0.18843175433822096
log-sigma-2-0-mm-3D	glcm	JointEntropy	4.652179279512034	4.7009021836311105	3.4936461857901073	3.0734444270634276
log-sigma-2-0-mm-3D	glcm	Imc1	-0.1302466737775167	-0.3304406587363822	-0.3410796599039191	-0.3508559873035827
log-sigma-2-0-mm-3D	glcm	Imc2	0.663515246395809	0.911710043416937	0.8590073412201704	0.8439473856469148
log-sigma-2-0-mm-3D	glcm	Idm	0.5235021768596537	0.6898387034405125	0.7952427677066966	0.8132656216930407
log-sigma-2-0-mm-3D	glcm	Idmn	0.9703206291753746	0.990437382284479	0.9939575798539264	0.9891248372071965
log-sigma-2-0-mm-3D	glcm	Id	0.5668685857941228	0.70495773197547	0.7997897989215969	0.8150548495307286
log-sigma-2-0-mm-3D	glcm	Idn	0.8836816997810991	0.9403005949688684	0.9582004741420985	0.9463479911018932
log-sigma-2-0-mm-3D	glcm	InverseVariance	0.502363618035589	0.4636183608803361	0.36308360822371727	0.3553143600581264
log-sigma-2-0-mm-3D	glcm	MaximumProbability	0.08114516369050341	0.1196124518733801	0.29162544978640276	0.36519283692493637
log-sigma-2-0-mm-3D	glcm	SumEntropy	3.227660453822364	3.7319799981999613	2.940176316000631	2.6524446353826994
log-sigma-2-0-mm-3D	glcm	SumSquares	1.9388937647171114	3.110537652585238	1.179509691975853	0.9068508183588387
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformity	33.84232454397626	698.9659278406072	1021.5368544855379	122.92115966520562
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.2047606197506361	0.16020796855566088	0.24973604886444292	0.2894124840087049
log-sigma-2-0-mm-3D	glrlm	GrayLevelVariance	1.9537792306064132	2.9615666907768845	1.4241149592169577	1.0828935806997873
log-sigma-2-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	24.740297300064874	28.987962913038277	32.02157045854469	19.370490314175413
log-sigma-2-0-mm-3D	glrlm	LongRunEmphasis	1.7270912247869559	4.43292771793074	9.215555800167097	6.973477034204597
log-sigma-2-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	40.420505435617116	125.27413154196718	304.46472414661764	151.02555108692903
log-sigma-2-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	0.12425746053574077	0.2772921371038785	0.32361391884350243	0.4070268123450278
log-sigma-2-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.07132217530954978	0.061516905382618	0.041458628762019	0.08003129773626884
log-sigma-2-0-mm-3D	glrlm	RunEntropy	3.1870125454908167	4.361383411127356	4.4374764283527375	3.92598440495541
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformity	114.21681655532339	2019.3656569075877	1246.895591242685	140.0989254941407
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.68872092068344	0.4554897023592911	0.2935801492207964	0.3162611862756974
log-sigma-2-0-mm-3D	glrlm	RunPercentage	0.8224263298890165	0.5982507903055848	0.4422951912659388	0.4831785526546347
log-sigma-2-0-mm-3D	glrlm	RunVariance	0.23473339287339623	1.5242991411710716	3.5450796380824654	2.162942888656819
log-sigma-2-0-mm-3D	glrlm	ShortRunEmphasis	0.8547840360736298	0.6968871467666078	0.5323617062713991	0.5409360581832741
log-sigma-2-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	21.69727399258947	20.15303726328347	16.44957653574976	9.73376520677686
log-sigma-2-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.060162257446713954	0.04212914491546681	0.02386753366488413	0.04931682803018108
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformity	3.933333333333333	9.567164179104477	4.5625	1.2857142857142858
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.26222222222222225	0.1427934952105146	0.142578125	0.1836734693877551
log-sigma-2-0-mm-3D	glszm	GrayLevelVariance	4.24	4.5533526397861435	4.171875	3.2653061224489797
log-sigma-2-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	35.6	38.08955223880597	27.9375	18.142857142857142
log-sigma-2-0-mm-3D	glszm	LargeAreaEmphasis	513.9333333333333	91433.97014925373	752076.6875	36722.0
log-sigma-2-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	12591.133333333333	2099968.5970149254	25357380.0	808997.1428571428
log-sigma-2-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	26.971050736961452	5575.039660566687	23470.75620925946	1810.801150793651
log-sigma-2-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.11184325396825397	0.08538089268322033	0.0980428939515621	0.21702380952380954
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformity	2.466666666666667	5.358208955223881	1.6875	1.0
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.16444444444444445	0.07997326798841613	0.052734375	0.14285714285714285
log-sigma-2-0-mm-3D	glszm	SmallAreaEmphasis	0.3815531065292912	0.24557523922950236	0.10473838789862502	0.0030998726210648875
log-sigma-2-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	18.834831823654152	7.580652046685177	2.6673684032177047	0.02784440278373036
log-sigma-2-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.02393038547549619	0.011805664300715312	0.009441169805208264	0.002293135757773166
log-sigma-2-0-mm-3D	glszm	ZoneEntropy	3.373557262275181	5.625644787408099	4.999999999999989	2.807354922057602
log-sigma-2-0-mm-3D	glszm	ZonePercentage	0.07462686567164178	0.009178082191780823	0.003466955579631636	0.007972665148063782
log-sigma-2-0-mm-3D	glszm	ZoneVariance	334.3733333333333	79562.7293383827	668880.49609375	20989.67346938775
log-sigma-2-0-mm-3D	gldm	DependenceEntropy	4.839325985574061	6.9979388386179195	6.420683564987398	5.936572644127681
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformity	27.18905472636816	424.24657534246575	443.273022751896	46.55125284738041
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.13526892898690626	0.05811596922499531	0.04802524623530834	0.053019650167859235
log-sigma-2-0-mm-3D	gldm	DependenceVariance	4.176629291354175	25.744561756427096	33.5737268716055	29.603706913102364
log-sigma-2-0-mm-3D	gldm	GrayLevelNonUniformity	41.318407960199	1156.0698630136985	2689.29360780065	294.5489749430524
log-sigma-2-0-mm-3D	gldm	GrayLevelVariance	1.926684983044974	3.09401576280728	1.147951765933546	0.9125990421386356
log-sigma-2-0-mm-3D	gldm	HighGrayLevelEmphasis	24.124378109452735	28.90876712328767	32.717009750812565	20.54214123006834
log-sigma-2-0-mm-3D	gldm	LargeDependenceEmphasis	35.72636815920398	156.74356164383562	273.8338028169014	238.04100227790434
log-sigma-2-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	731.139303482587	4554.588767123288	9142.322426868906	5315.984054669704
log-sigma-2-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	2.769858706749698	9.754109688937726	9.403697483623079	12.727166223740825
log-sigma-2-0-mm-3D	gldm	LowGrayLevelEmphasis	0.07188965179770083	0.06203214283557157	0.03813957464431139	0.06901069349531765
log-sigma-2-0-mm-3D	gldm	SmallDependenceEmphasis	0.07328582506339554	0.018222402425510036	0.007923683228040415	0.008606197175027985
log-sigma-2-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	2.66539730564236	0.5512024031182249	0.23681074941542668	0.15423879765114598
log-sigma-2-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.005093651912003976	0.0010649267514552274	0.0004290047401114335	0.0008346340020397034
log-sigma-2-0-mm-3D	ngtdm	Busyness	0.6550374638919925	8.758341028597647	9.313868188402425	2.376987724219368
log-sigma-2-0-mm-3D	ngtdm	Coarseness	0.03957346892210531	0.0026203492792489895	0.0016043415256008914	0.013634101101637347
log-sigma-2-0-mm-3D	ngtdm	Complexity	17.421975877065467	14.431490938821787	9.83829925794389	4.410762681520682
log-sigma-2-0-mm-3D	ngtdm	Contrast	0.047416351715420586	0.024958966606144193	0.008744226430271155	0.01718173314614513
log-sigma-2-0-mm-3D	ngtdm	Strength	0.8341985937431506	0.08694261413557865	0.058296547868880506	0.22722551700122942
log-sigma-3-0-mm-3D	firstorder	10Percentile	-85.26188659667969	-65.29741668701172	-25.616820716857905	-30.0954532623291
log-sigma-3-0-mm-3D	firstorder	90Percentile	-32.781715393066406	48.687335586547874	30.898598098754896	21.135989189147956
log-sigma-3-0-mm-3D	firstorder	Energy	11861623.593444183	599654898.2626663	859927421.4831951	78402051.35542667
log-sigma-3-0-mm-3D	firstorder	Entropy	1.7993756574859554	2.7577984649334644	2.003418652037551	1.7009200884791407
log-sigma-3-0-mm-3D	firstorder	InterquartileRange	29.56787872314453	60.924800395965576	31.576135635375977	22.393144369125366
log-sigma-3-0-mm-3D	firstorder	Kurtosis	2.389049191296876	2.6652492592470223	4.411436231123905	3.5110089475317534
log-sigma-3-0-mm-3D	firstorder	Maximum	-12.337385177612305	114.83808135986328	61.7047233581543	29.429086685180664
log-sigma-3-0-mm-3D	firstorder	MeanAbsoluteDeviation	16.150548386776208	35.58890556123513	18.981381174295183	14.725088019131428
log-sigma-3-0-mm-3D	firstorder	Mean	-57.87812086836023	-16.69356045374315	4.251315462986413	-1.7938243813626045
log-sigma-3-0-mm-3D	firstorder	Median	-57.691383361816406	-26.463472366333008	7.8747453689575195	0.9731661379337311
log-sigma-3-0-mm-3D	firstorder	Minimum	-102.5982666015625	-101.01887512207031	-99.43296813964844	-66.64244079589844
log-sigma-3-0-mm-3D	firstorder	Range	90.2608814239502	215.8569564819336	161.13769149780273	96.0715274810791
log-sigma-3-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	11.819687593691944	25.573874431910173	12.832410761201642	9.679767646362288
log-sigma-3-0-mm-3D	firstorder	RootMeanSquared	242.92602310930462	286.608629687461	305.2319902544113	298.8246744397402
log-sigma-3-0-mm-3D	firstorder	Skewness	-0.1464120885572015	0.5915010397518792	-0.9239059751321977	-0.8572078824234863
log-sigma-3-0-mm-3D	firstorder	TotalEnergy	11861623.593444183	599654898.2626663	859927421.4831951	78402051.35542667
log-sigma-3-0-mm-3D	firstorder	Uniformity	0.3215019430212123	0.1717478701444924	0.30205838749473257	0.36715251581301467
log-sigma-3-0-mm-3D	firstorder	Variance	390.0483494660286	1881.9679229472783	597.7049137113471	369.2628769231111
log-sigma-3-0-mm-3D	glcm	Autocorrelation	9.027184028249804	26.41013607354702	22.432116950329387	12.277230887568798
log-sigma-3-0-mm-3D	glcm	JointAverage	2.9497197137334137	4.8621373031535615	4.638773145574775	3.4233976280366303
log-sigma-3-0-mm-3D	glcm	ClusterProminence	10.742736588448121	361.9224065746917	65.7249731466058	20.36378265269605
log-sigma-3-0-mm-3D	glcm	ClusterShade	0.2316648499722878	22.608307547049318	-6.414523873877756	-2.9641642618224155
log-sigma-3-0-mm-3D	glcm	ClusterTendency	2.0570713753192624	11.767984764868787	3.9675871275949706	2.493964714184065
log-sigma-3-0-mm-3D	glcm	Contrast	0.7557813208783876	0.6893934103764839	0.3122492756574809	0.26441250029124286
log-sigma-3-0-mm-3D	glcm	Correlation	0.46527632789461315	0.8893284903954347	0.8542899926509266	0.8078588202071882
log-sigma-3-0-mm-3D	glcm	DifferenceAverage	0.6345508244060972	0.5589285929255724	0.2986731058228091	0.262597805287112
log-sigma-3-0-mm-3D	glcm	DifferenceEntropy	1.215101339318872	1.246022269142988	0.8911025677656906	0.8178397088866832
log-sigma-3-0-mm-3D	glcm	DifferenceVariance	0.3386867453275848	0.3657082849941775	0.21550170270413518	0.19028765404930092
log-sigma-3-0-mm-3D	glcm	JointEnergy	0.12131793766526525	0.06632039845918239	0.17673851061052995	0.24045742659512628
log-sigma-3-0-mm-3D	glcm	JointEntropy	3.2908557865406274	4.409979720394995	3.1241597214860044	2.6660269155398435
log-sigma-3-0-mm-3D	glcm	Imc1	-0.14859295929752336	-0.405393482513535	-0.45641420483425615	-0.42909876442863387
log-sigma-3-0-mm-3D	glcm	Imc2	0.610148860695592	0.9411005712813894	0.9107446189166359	0.8683298755843213
log-sigma-3-0-mm-3D	glcm	Idm	0.6948476374441803	0.7335770429580687	0.8520210640720627	0.8688825668568572
log-sigma-3-0-mm-3D	glcm	Idmn	0.9719170938930854	0.9932603488351337	0.9937859661260755	0.9898447289941363
log-sigma-3-0-mm-3D	glcm	Id	0.702774583693698	0.7413667194789618	0.8529214024999241	0.8690035465237992
log-sigma-3-0-mm-3D	glcm	Idn	0.8971168920258025	0.9501638431507899	0.9628542617011487	0.9562769061427225
log-sigma-3-0-mm-3D	glcm	InverseVariance	0.5299388491188424	0.45335961975443956	0.2868387197391285	0.26100994715849757
log-sigma-3-0-mm-3D	glcm	MaximumProbability	0.19553440419319712	0.162977185660065	0.3263546137205276	0.4124627153881232
log-sigma-3-0-mm-3D	glcm	SumEntropy	2.5276862831191167	3.68137089954552	2.794961742260684	2.398369225724574
log-sigma-3-0-mm-3D	glcm	SumSquares	0.7032131740494127	3.1143445438113178	1.069959100813113	0.6895943036188268
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformity	45.002854684148915	670.2753463663958	875.9815579670984	112.83228540493202
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.32078484822767955	0.16651576351173739	0.2673033646925897	0.32177377284356123
log-sigma-3-0-mm-3D	glrlm	GrayLevelVariance	0.7530544253520386	2.985506745970302	1.2493551707181254	0.8082006894841315
log-sigma-3-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	11.389791335590616	27.94149615194406	22.201034544861077	11.703501812338972
log-sigma-3-0-mm-3D	glrlm	LongRunEmphasis	2.6778200064804665	5.484783567618886	14.462213396726096	9.843885484469004
log-sigma-3-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	26.78172990470101	134.51293500270907	333.3613107274954	128.59858020144782
log-sigma-3-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	0.37202759444061784	0.38249416169707207	0.8233321698341692	1.0124414212120407
log-sigma-3-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.13058469238502185	0.060632859102423234	0.069735091671961	0.1389446676699813
log-sigma-3-0-mm-3D	glrlm	RunEntropy	2.9123468662012257	4.49429796175254	4.724353831472327	4.028112333927632
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformity	75.3578565273784	1666.8499296291886	728.5389294035472	87.74059204968188
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.5296737192384546	0.4043444200906571	0.20963958523215398	0.23931439881906377
log-sigma-3-0-mm-3D	glrlm	RunPercentage	0.6980482204362801	0.5514120126448894	0.35409617468122345	0.39977220956719817
log-sigma-3-0-mm-3D	glrlm	RunVariance	0.5514655598397049	1.9758869811271877	5.084976955775948	2.728625180967276
log-sigma-3-0-mm-3D	glrlm	ShortRunEmphasis	0.7484926708120608	0.6488578232283426	0.39274602539766945	0.4172639004478968
log-sigma-3-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	9.074694371901888	18.91497348011142	8.276788259241872	4.6058979713764066
log-sigma-3-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.09373070228953231	0.035908624033108016	0.029221094469341954	0.06521564260137405
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformity	1.8571428571428572	5.82051282051282	2.0	1.0
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.2653061224489796	0.1492439184746877	0.16666666666666666	0.2
